id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1311797300818317317,1311701614235971585,2020-10-01 19:37:03 Hora estándar de Argentina,2020-10-01,19:37:03,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@alidasilv A Alvarez Thomas y Céspedes.,es,[],[],[],0,0,1,[],[],https://twitter.com/CespedesLibros/status/1311797300818317317,False,,0,,,,,,,,"[{'screen_name': 'alidasilv', 'name': 'alicia ribeiro', 'id': '150042229'}]",,,,
1311797240508317697,1311701614235971585,2020-10-01 19:36:48 Hora estándar de Argentina,2020-10-01,19:36:48,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@Iara_Mossa No!! Apenitas cuatro cuadras,es,[],[],[],0,0,1,[],[],https://twitter.com/CespedesLibros/status/1311797240508317697,False,,0,,,,,,,,"[{'screen_name': 'Iara_Mossa', 'name': 'mossarella', 'id': '317324800'}]",,,,
1311797146161762304,1311701614235971585,2020-10-01 19:36:26 Hora estándar de Argentina,2020-10-01,19:36:26,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@HITOSHIDIAZ &lt;3,und,[],[],[],0,0,1,[],[],https://twitter.com/CespedesLibros/status/1311797146161762304,False,,0,,,,,,,,"[{'screen_name': 'HITOSHIDIAZ', 'name': 'HITOSHI 💻🎥🎞🎬', 'id': '24645569'}]",,,,
1311797070244835328,1311701614235971585,2020-10-01 19:36:08 Hora estándar de Argentina,2020-10-01,19:36:08,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,"@noeselcaso gracias, Male!!!",es,[],[],[],0,0,0,[],[],https://twitter.com/CespedesLibros/status/1311797070244835328,False,,0,,,,,,,,"[{'screen_name': 'noeselcaso', 'name': 'malena rey', 'id': '150810826'}]",,,,
1311701614235971585,1311701614235971585,2020-10-01 13:16:49 Hora estándar de Argentina,2020-10-01,13:16:49,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,A partir de noviembre ¡NOS MUDAMOS! Muy cerquita de nuestra casa actual. Somos muy felices y estamos muy agradecidxs ❤️  https://t.co/QxgehRGXJA,es,[],[],['https://pbs.twimg.com/media/EjQZqMZWAAAWIlP.jpg'],31,18,775,[],[],https://twitter.com/CespedesLibros/status/1311701614235971585,False,,1,https://pbs.twimg.com/media/EjQZqMZWAAAWIlP.jpg,,,,,,,[],,,,
1311691844653404167,1311691844653404167,2020-10-01 12:38:00 Hora estándar de Argentina,2020-10-01,12:38:00,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,Chan Chan Chan,ht,[],[],[],0,0,3,[],[],https://twitter.com/CespedesLibros/status/1311691844653404167,False,https://twitter.com/agusmango/status/1311685142621102081,0,,,,,,,,[],,,,
1307855475724226563,1307742595519582209,2020-09-20 22:33:38 Hora estándar de Argentina,2020-09-20,22:33:38,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@lady_josedemail Hola! Sí! Lo tenemos. Escribinos por whatsapp al 1530053621,es,[],[],[],0,0,1,[],[],https://twitter.com/CespedesLibros/status/1307855475724226563,False,,0,,,,,,,,"[{'screen_name': 'lady_josedemail', 'name': 'Lady Macbeth', 'id': '1276489309'}]",,,,
1307473662283579393,1307345848532115460,2020-09-19 21:16:27 Hora estándar de Argentina,2020-09-19,21:16:27,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@dollysgom Hola!! No lo tenemos en stock,es,[],[],[],1,0,1,[],[],https://twitter.com/CespedesLibros/status/1307473662283579393,False,,0,,,,,,,,"[{'screen_name': 'dollysgom', 'name': 'Dolly 💚', 'id': '1630844413'}]",,,,
1307363859989225473,1307094919035658240,2020-09-19 14:00:08 Hora estándar de Argentina,2020-09-19,14:00:08,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@majumagus 🌈🥰❤️,und,[],[],[],0,0,1,[],[],https://twitter.com/CespedesLibros/status/1307363859989225473,False,,0,,,,,,,,"[{'screen_name': 'majumagus', 'name': 'Maju', 'id': '1289350558600564737'}]",,,,
1302947573548941316,1302893434328543233,2020-09-07 09:31:23 Hora estándar de Argentina,2020-09-07,09:31:23,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,"@Juan_Marenco @franoteiza_econ Es excesivamente caro el servicio de dhl para envíos. Los asociados a la Cámara tenemos tarifas preferenciales que son bastante convenientes pero no diría que económicas. Cualquier cosa, la podemos seguir por correo. Cecilia@cespedeslibros.com.ar",es,[],[],[],1,0,1,[],[],https://twitter.com/CespedesLibros/status/1302947573548941316,False,,0,,,,,,,,"[{'screen_name': 'Juan_Marenco', 'name': 'Juan Marenco', 'id': '7808852'}, {'screen_name': 'franoteiza_econ', 'name': 'Francisco Oteiza', 'id': '72351021'}]",,,,
1302947295256809472,1302746555548676096,2020-09-07 09:30:17 Hora estándar de Argentina,2020-09-07,09:30:17,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,"@juansklar @mabiuso @Klotu @librosmendel @Zivals sí, señorxs. Tenemos. Nuestro whatsapp es 1530053621. Buena semana!!",es,[],[],[],0,0,1,[],[],https://twitter.com/CespedesLibros/status/1302947295256809472,False,,0,,,,,,,,"[{'screen_name': 'juansklar', 'name': 'Juan Sklar', 'id': '186649713'}, {'screen_name': 'mabiuso', 'name': 'Marina Abiuso ✊💚', 'id': '49502816'}, {'screen_name': 'Klotu', 'name': 'Claudia Graziano', 'id': '178312059'}, {'screen_name': 'librosmendel', 'name': 'Sr. Mendel', 'id': '847464896'}, {'screen_name': 'Zivals', 'name': 'Zivals', 'id': '2216032004'}]",,,,
1302027967246356480,1302026877427736578,2020-09-04 20:37:12 Hora estándar de Argentina,2020-09-04,20:37:12,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@fedkukso Yendo,es,[],[],[],0,0,1,[],[],https://twitter.com/CespedesLibros/status/1302027967246356480,False,,0,,,,,,,,"[{'screen_name': 'fedkukso', 'name': 'Federico Kukso', 'id': '13053492'}]",,,,
1301994942215139333,1301994942215139333,2020-09-04 18:25:58 Hora estándar de Argentina,2020-09-04,18:25:58,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,❤️🌈,und,[],[],[],0,0,3,[],[],https://twitter.com/CespedesLibros/status/1301994942215139333,False,https://twitter.com/metromedio/status/1301990670849257482,0,,,,,,,,[],,,,
1300935940177887232,1300935228060504065,2020-09-01 20:17:53 Hora estándar de Argentina,2020-09-01,20:17:53,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@florenciaure Es bárbaro,es,[],[],[],0,0,2,[],[],https://twitter.com/CespedesLibros/status/1300935940177887232,False,,0,,,,,,,,"[{'screen_name': 'florenciaure', 'name': 'Flor Ure', 'id': '144886964'}]",,,,
1300935041078431744,1300890205323485184,2020-09-01 20:14:18 Hora estándar de Argentina,2020-09-01,20:14:18,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@saltarinacuanti @EnLosMarcos Hacemos envíos a todos los rincones del país! Nos llama usted...,es,[],[],[],1,0,1,[],[],https://twitter.com/CespedesLibros/status/1300935041078431744,False,,0,,,,,,,,"[{'screen_name': 'saltarinacuanti', 'name': 'Estefanía Gaete', 'id': '180803338'}, {'screen_name': 'EnLosMarcos', 'name': 'Marcos', 'id': '362027296'}]",,,,
1296223853790801922,1296223853790801922,2020-08-19 20:13:44 Hora estándar de Argentina,2020-08-19,20:13:44,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,Nos unimos con la reina de @loquehaceruku y se rompieron estas totes de Silvina Ocampo que vienen en combo con sus Cuentos completos.    https://t.co/enDsRdHSoA  https://t.co/IYIbq59YEx,es,[],['https://cespedeslibros.com/producto/combo-silvina-cespedes-por-lo-que-hace-ruku/'],"['https://pbs.twimg.com/media/Ef0coMAXkAAGpac.jpg', 'https://pbs.twimg.com/media/Ef0coMQX0AI56u4.jpg']",2,1,35,[],[],https://twitter.com/CespedesLibros/status/1296223853790801922,False,,1,https://pbs.twimg.com/media/Ef0coMAXkAAGpac.jpg,,,,,,,[],,,,
1295737618609647617,1295724684290523138,2020-08-18 12:01:36 Hora estándar de Argentina,2020-08-18,12:01:36,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@trocasni ❤️,und,[],[],[],0,0,2,[],[],https://twitter.com/CespedesLibros/status/1295737618609647617,False,,0,,,,,,,,"[{'screen_name': 'trocasni', 'name': 'Nico Castro', 'id': '5031441'}]",,,,
1294775632644247552,1294775324048330752,2020-08-15 20:19:01 Hora estándar de Argentina,2020-08-15,20:19:01,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@Lalimsg 🌈💓,und,[],[],[],0,0,1,[],[],https://twitter.com/CespedesLibros/status/1294775632644247552,False,,0,,,,,,,,"[{'screen_name': 'Lalimsg', 'name': 'Laura Michelin', 'id': '219310568'}]",,,,
1294774382099914752,1294774382099914752,2020-08-15 20:14:03 Hora estándar de Argentina,2020-08-15,20:14:03,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,Dicho todo esto y pasada la amargura. La denuncia penal ya está hecha y con un juzgado asignado. Gracias a @paulavazquez__ colega y amiga de la casa por la mano inmensa que nos prestó con este asunto. Actualizaremos. Y gracias a todxs ustedes por los mensajes amorosos.,es,"[{'screen_name': 'paulavazquez__', 'name': 'paula vázquez 💚', 'id': '2870481454'}]",[],[],3,4,135,[],[],https://twitter.com/CespedesLibros/status/1294774382099914752,False,https://twitter.com/CespedesLibros/status/1293586621653299200,0,,,,,,,,[],,,,
1294773881362939907,1293586617232502784,2020-08-15 20:12:03 Hora estándar de Argentina,2020-08-15,20:12:03,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@Ceci_Dorado Gracias Ceci.🥰,es,[],[],[],0,0,0,[],[],https://twitter.com/CespedesLibros/status/1294773881362939907,False,,0,,,,,,,,"[{'screen_name': 'Ceci_Dorado', 'name': 'Ceci Dorado', 'id': '87937993'}]",,,,
1294057901590446081,1293586617232502784,2020-08-13 20:47:00 Hora estándar de Argentina,2020-08-13,20:47:00,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@ravacholok @gachif_ @lourlatorre Vamos a ir por la vía legal para resolverlo. Creemos en esas herramientas para denunciar al ladrón y que responda por sus acciones. Gracias.💓,es,[],[],[],1,0,3,[],[],https://twitter.com/CespedesLibros/status/1294057901590446081,False,,0,,,,,,,,"[{'screen_name': 'ravacholok', 'name': 'Pablo Pavlotzky', 'id': '2303777621'}, {'screen_name': 'lourlatorre', 'name': 'Lour', 'id': '375987106'}]",,,,
1293636320749912064,1293586617232502784,2020-08-12 16:51:48 Hora estándar de Argentina,2020-08-12,16:51:48,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,"@JonyAlbelo Gracias, copado!",es,[],[],[],0,0,2,[],[],https://twitter.com/CespedesLibros/status/1293636320749912064,False,,0,,,,,,,,"[{'screen_name': 'JonyAlbelo', 'name': 'Jony', 'id': '68216185'}]",,,,
1293632883979169794,1293586617232502784,2020-08-12 16:38:08 Hora estándar de Argentina,2020-08-12,16:38:08,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@FlopiTP Vamos a hacer la denuncia! Claro!,es,[],[],[],1,0,19,[],[],https://twitter.com/CespedesLibros/status/1293632883979169794,False,,0,,,,,,,,"[{'screen_name': 'FlopiTP', 'name': '💚 Flor Tejero Ponte 💚', 'id': '301500997'}]",,,,
1293586621653299200,1293586617232502784,2020-08-12 13:34:18 Hora estándar de Argentina,2020-08-12,13:34:18,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,Nos jodió. Le entregamos los libros porque es un cliente al que ya le habíamos vendido libros. Ahora tiene un La cuba de Fidel que venderá en ML de un momento a otro. Estamos atentxs y angustiadxs y por primera vez nos tocó a nosotrxs encontrarnos con alguien así de horrible.,es,[],[],[],36,20,450,[],[],https://twitter.com/CespedesLibros/status/1293586621653299200,False,,0,,,,,,,,[],,,,
1293586620319510529,1293586617232502784,2020-08-12 13:34:18 Hora estándar de Argentina,2020-08-12,13:34:18,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,"Le dijimos que sabemos que no pagó porque ninguno de lxs librerxs recibió ese efectivo. Insistió, se enredó, inventó.",es,[],[],[],2,5,146,[],[],https://twitter.com/CespedesLibros/status/1293586620319510529,False,,0,,,,,,,,[],,,,
1293586618931187712,1293586617232502784,2020-08-12 13:34:18 Hora estándar de Argentina,2020-08-12,13:34:18,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,"Le escribimos, le dijimos que no se había hecho la acreditación, le pedimos que volviera a hacerlo. Hoy lo llamamos. Nos dijo que le había pagado cash a la persona que le entregó. Sin saber qué lxs que entregamos somos nosotrxs.",es,[],[],[],2,10,164,[],[],https://twitter.com/CespedesLibros/status/1293586618931187712,False,,0,,,,,,,,[],,,,
1293586617232502784,1293586617232502784,2020-08-12 13:34:17 Hora estándar de Argentina,2020-08-12,13:34:17,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,"Hoy por primera vez lograron estafarnos. Una persona, que ya nos compró libros en otra oportunidad, ayer nos pidió tres. Uno de ellos muy caro. Confiamos, fuimos con el qr, los libros, hicimos la entrega pero al volver el dinero no estaba acreditado",es,[],[],[],59,110,683,[],[],https://twitter.com/CespedesLibros/status/1293586617232502784,False,,0,,,,,,,,[],,,,
1293064343442137088,1292963346996756482,2020-08-11 02:58:58 Hora estándar de Argentina,2020-08-11,02:58:58,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@RocioEscudero ☺️💓,und,[],[],[],0,0,0,[],[],https://twitter.com/CespedesLibros/status/1293064343442137088,False,,0,,,,,,,,"[{'screen_name': 'RocioEscudero', 'name': 'Rochi', 'id': '46957883'}]",,,,
1292973127455199232,1292963346996756482,2020-08-10 20:56:30 Hora estándar de Argentina,2020-08-10,20:56:30,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@AvecesMari Siiii!,und,[],[],[],1,0,1,[],[],https://twitter.com/CespedesLibros/status/1292973127455199232,False,,0,,,,,,,,"[{'screen_name': 'AvecesMari', 'name': 'мαяια 🌺🍃', 'id': '963520140'}]",,,,
1292970580690567169,1292963346996756482,2020-08-10 20:46:23 Hora estándar de Argentina,2020-08-10,20:46:23,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@AvecesMari Pero nosotrxs mandamos a todo el país ❤️❤️❤️Escribinos por whatsapp y coordinamos.,es,[],[],[],1,0,3,[],[],https://twitter.com/CespedesLibros/status/1292970580690567169,False,,0,,,,,,,,"[{'screen_name': 'AvecesMari', 'name': 'мαяια 🌺🍃', 'id': '963520140'}]",,,,
1292969164920033283,1292963346996756482,2020-08-10 20:40:45 Hora estándar de Argentina,2020-08-10,20:40:45,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,@florenciaure 🥰,und,[],[],[],0,0,0,[],[],https://twitter.com/CespedesLibros/status/1292969164920033283,False,,0,,,,,,,,"[{'screen_name': 'florenciaure', 'name': 'Flor Ure', 'id': '144886964'}]",,,,
1292963371491438592,1292963346996756482,2020-08-10 20:17:44 Hora estándar de Argentina,2020-08-10,20:17:44,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,💕  https://t.co/yFj2b8lUtk,und,[],[],['https://pbs.twimg.com/media/EfGHU-NXkAMBRUS.jpg'],1,0,17,[],[],https://twitter.com/CespedesLibros/status/1292963371491438592,False,,1,https://pbs.twimg.com/media/EfGHU-NXkAMBRUS.jpg,,,,,,,[],,,,
1292963359478943747,1292963346996756482,2020-08-10 20:17:41 Hora estándar de Argentina,2020-08-10,20:17:41,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,🔥  https://t.co/jmfhO3IqxX,und,[],[],['https://pbs.twimg.com/media/EfGHUP5WsAAyij3.jpg'],1,0,14,[],[],https://twitter.com/CespedesLibros/status/1292963359478943747,False,,1,https://pbs.twimg.com/media/EfGHUP5WsAAyij3.jpg,,,,,,,[],,,,
1292963346996756482,1292963346996756482,2020-08-10 20:17:38 Hora estándar de Argentina,2020-08-10,20:17:38,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,Y no quiero olvidarme de presentarles a nuestro nuevo packaging.  https://t.co/uRZ6VFPS5M,es,[],[],['https://pbs.twimg.com/media/EfGHTdbWAAIgy6Y.jpg'],12,4,371,[],[],https://twitter.com/CespedesLibros/status/1292963346996756482,False,,1,https://pbs.twimg.com/media/EfGHTdbWAAIgy6Y.jpg,,,,,,,[],,,,
1292962991982415873,1292962989511974913,2020-08-10 20:16:14 Hora estándar de Argentina,2020-08-10,20:16:14,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,Y sobre todo a lxs lectores y compradores que se comunicaron y nos tuvieron paciencia en las respuestas y explicaciones. Ojalá el año que viene nos crucemos en los pasillos del @CCKonex,es,"[{'screen_name': 'cckonex', 'name': 'ciudad cultural konex', 'id': '58817922'}]",[],[],0,1,20,[],[],https://twitter.com/CespedesLibros/status/1292962991982415873,False,,0,,,,,,,,[],,,,
1292962990640320512,1292962989511974913,2020-08-10 20:16:13 Hora estándar de Argentina,2020-08-10,20:16:13,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,"Fueron horas largas y terminamos exhaustxs y agradecidxs. A la @FEditores por pensar cómo devolverle el cross a la pandemia y a las editoriales por confiarnos sus catálogos, por sus vivos de IG y por los mensajes de apoyo del fin de semana.",es,"[{'screen_name': 'feditores', 'name': 'feria de editores', 'id': '740532810411331584'}]",[],[],1,0,20,[],[],https://twitter.com/CespedesLibros/status/1292962990640320512,False,,0,,,,,,,,[],,,,
1292962989511974913,1292962989511974913,2020-08-10 20:16:13 Hora estándar de Argentina,2020-08-10,20:16:13,-0300,897877269536006144,cespedeslibros,Céspedes Libros,,"Con todos los sobres, planillas y cajas armadas damos por finalizada esta @FEditores que nos tuvo trabajando a seis manos durante todo el fin de semana, comiendo empanadas de parado y riendo con barbijo y anécdotas.",es,"[{'screen_name': 'feditores', 'name': 'feria de editores', 'id': '740532810411331584'}]",[],[],1,1,48,[],[],https://twitter.com/CespedesLibros/status/1292962989511974913,False,,0,,,,,,,,[],,,,
